arch,dtype,K,V,BT,H,Hg,T_flat,N,head_seqlen,mid_seqlen,tail_seqlen,use_g,use_gk,use_h0,store_fs,save_vn,is_varlen,wu_contig,BV,duration
gfx950,torch.bfloat16,128,128,64,32,16,32728,5,2640,10000,88,True,False,True,True,True,True,True,64,551.1001
gfx950,torch.bfloat16,128,128,64,32,16,32724,4,9912,10000,2812,True,False,True,True,True,True,True,64,551.0265
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,7188,10000,5533,True,False,True,True,True,True,True,64,548.0456
gfx950,torch.bfloat16,128,128,64,32,16,32718,4,4467,10000,8251,True,False,True,True,True,True,True,64,548.4184
gfx950,torch.bfloat16,128,128,64,32,16,32715,5,1749,10000,966,True,False,True,True,True,True,True,64,552.4577
gfx950,torch.bfloat16,128,128,64,32,16,32711,4,9034,10000,3677,True,False,True,True,True,True,True,64,548.8616
gfx950,torch.bfloat16,128,128,64,32,16,32708,4,6323,10000,6385,True,False,True,True,True,True,True,64,546.8384
gfx950,torch.bfloat16,128,128,64,32,16,3615,1,3615,0,0,True,False,True,True,True,True,True,16,94.9562
gfx950,torch.bfloat16,128,128,64,32,16,32729,4,10000,10000,2729,True,False,True,True,True,True,True,64,549.7209
gfx950,torch.bfloat16,128,128,64,32,16,7271,1,7271,0,0,True,False,True,True,True,True,True,16,266.8166
gfx950,torch.bfloat16,128,128,64,32,16,32732,4,10000,10000,2732,True,False,True,True,True,True,True,64,549.9841
gfx950,torch.bfloat16,128,128,64,32,16,32732,4,7268,10000,5464,True,False,True,True,True,True,True,64,546.6472
gfx950,torch.bfloat16,128,128,64,32,16,32732,4,4536,10000,8196,True,False,True,True,True,True,True,64,547.9961
gfx950,torch.bfloat16,128,128,64,32,16,32733,5,1804,10000,929,True,False,True,True,True,True,True,64,550.7025
gfx950,torch.bfloat16,128,128,64,32,16,32732,4,9071,10000,3661,True,False,True,True,True,True,True,64,547.7304
gfx950,torch.bfloat16,128,128,64,32,16,32732,4,6339,10000,6393,True,False,True,True,True,True,True,64,545.4192
gfx950,torch.bfloat16,128,128,64,32,16,32732,4,3607,10000,9125,True,False,True,True,True,True,True,64,548.0336
gfx950,torch.bfloat16,128,128,64,32,16,32733,5,875,10000,1858,True,False,True,True,True,True,True,64,550.7385
gfx950,torch.bfloat16,128,128,64,32,16,32732,4,8142,10000,4590,True,False,True,True,True,True,True,64,545.7472
gfx950,torch.bfloat16,128,128,64,32,16,32732,4,5410,10000,7322,True,False,True,True,True,True,True,64,547.6200
gfx950,torch.bfloat16,128,128,64,32,16,32730,5,2678,10000,52,True,False,True,True,True,True,True,64,550.6193
gfx950,torch.bfloat16,128,128,64,32,16,32726,4,9948,10000,2778,True,False,True,True,True,True,True,64,551.6177
gfx950,torch.bfloat16,128,128,64,32,16,32723,4,7222,10000,5501,True,False,True,True,True,True,True,64,548.0480
gfx950,torch.bfloat16,128,128,64,32,16,32720,4,4499,10000,8221,True,False,True,True,True,True,True,64,548.7208
gfx950,torch.bfloat16,128,128,64,32,16,32717,5,1779,10000,938,True,False,True,True,True,True,True,64,552.8481
gfx950,torch.bfloat16,128,128,64,32,16,32713,4,9062,10000,3651,True,False,True,True,True,True,True,64,549.3048
gfx950,torch.bfloat16,128,128,64,32,16,32710,4,6349,10000,6361,True,False,True,True,True,True,True,64,547.3160
gfx950,torch.bfloat16,128,128,64,32,16,23639,3,3639,10000,10000,True,False,True,True,True,True,True,32,516.3724
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,10000,10000,2721,True,False,True,True,True,True,True,64,552.1841
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,7279,10000,5442,True,False,True,True,True,True,True,64,548.6544
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,4558,10000,8163,True,False,True,True,True,True,True,64,549.5665
gfx950,torch.bfloat16,128,128,64,32,16,32722,5,1837,10000,885,True,False,True,True,True,True,True,64,552.0936
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,9115,10000,3606,True,False,True,True,True,True,True,64,549.4344
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,6394,10000,6327,True,False,True,True,True,True,True,64,548.8920
gfx950,torch.bfloat16,128,128,64,32,16,32722,4,3673,10000,9049,True,False,True,True,True,True,True,64,549.4312
gfx950,torch.bfloat16,128,128,64,32,16,32722,5,951,10000,1771,True,False,True,True,True,True,True,64,552.1800
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,8229,10000,4492,True,False,True,True,True,True,True,64,547.1856
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,5508,10000,7213,True,False,True,True,True,True,True,64,548.1384
gfx950,torch.bfloat16,128,128,64,32,16,32722,4,2787,10000,9935,True,False,True,True,True,True,True,64,550.1600
gfx950,torch.bfloat16,128,128,64,32,16,32722,5,65,10000,2657,True,False,True,True,True,True,True,64,552.3232
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,7343,10000,5378,True,False,True,True,True,True,True,64,547.6664
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,4622,10000,8099,True,False,True,True,True,True,True,64,548.4096
gfx950,torch.bfloat16,128,128,64,32,16,32718,5,1901,10000,817,True,False,True,True,True,True,True,64,551.4025
gfx950,torch.bfloat16,128,128,64,32,16,32714,4,9183,10000,3531,True,False,True,True,True,True,True,64,547.8912
gfx950,torch.bfloat16,128,128,64,32,16,32711,4,6469,10000,6242,True,False,True,True,True,True,True,64,546.7160
gfx950,torch.bfloat16,128,128,64,32,16,32708,4,3758,10000,8950,True,False,True,True,True,True,True,64,547.7448
gfx950,torch.bfloat16,128,128,64,32,16,1050,1,1050,0,0,True,False,True,True,True,True,True,16,32.1194
gfx950,torch.bfloat16,128,128,64,32,16,32723,4,10000,10000,2723,True,False,True,True,True,True,True,64,551.0504
gfx950,torch.bfloat16,128,128,64,32,16,32723,4,7277,10000,5446,True,False,True,True,True,True,True,64,547.4720
gfx950,torch.bfloat16,128,128,64,32,16,32724,4,4554,10000,8170,True,False,True,True,True,True,True,64,547.8720
gfx950,torch.bfloat16,128,128,64,32,16,32724,5,1830,10000,894,True,False,True,True,True,True,True,64,550.9984
gfx950,torch.bfloat16,128,128,64,32,16,32723,4,9106,10000,3617,True,False,True,True,True,True,True,64,548.5704
gfx950,torch.bfloat16,128,128,64,32,16,32723,4,6383,10000,6340,True,False,True,True,True,True,True,64,547.6624
gfx950,torch.bfloat16,128,128,64,32,16,32724,4,3660,10000,9064,True,False,True,True,True,True,True,64,548.4200
gfx950,torch.bfloat16,128,128,64,32,16,32724,5,936,10000,1788,True,False,True,True,True,True,True,64,550.9928
gfx950,torch.bfloat16,128,128,64,32,16,32723,4,8212,10000,4511,True,False,True,True,True,True,True,64,547.2328
gfx950,torch.bfloat16,128,128,64,32,16,32724,4,5489,10000,7235,True,False,True,True,True,True,True,64,547.6616
gfx950,torch.bfloat16,128,128,64,32,16,32724,4,2765,10000,9959,True,False,True,True,True,True,True,64,550.4496
gfx950,torch.bfloat16,128,128,64,32,16,32724,5,41,10000,2683,True,False,True,True,True,True,True,64,551.4945
gfx950,torch.bfloat16,128,128,64,32,16,32723,4,7317,10000,5406,True,False,True,True,True,True,True,64,548.4512
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,4594,10000,8127,True,False,True,True,True,True,True,64,548.8096
gfx950,torch.bfloat16,128,128,64,32,16,32718,5,1873,10000,845,True,False,True,True,True,True,True,64,552.1928
gfx950,torch.bfloat16,128,128,64,32,16,32714,4,9155,10000,3559,True,False,True,True,True,True,True,64,548.3640
gfx950,torch.bfloat16,128,128,64,32,16,32711,4,6441,10000,6270,True,False,True,True,True,True,True,64,545.8833
gfx950,torch.bfloat16,128,128,64,32,16,32708,4,3730,10000,8978,True,False,True,True,True,True,True,64,549.1064
gfx950,torch.bfloat16,128,128,64,32,16,1022,1,1022,0,0,True,False,True,True,True,True,True,16,31.0090
gfx950,torch.bfloat16,128,128,64,32,16,32726,4,10000,10000,2726,True,False,True,True,True,True,True,64,551.3544
gfx950,torch.bfloat16,128,128,64,32,16,32727,4,7274,10000,5453,True,False,True,True,True,True,True,64,546.6208
gfx950,torch.bfloat16,128,128,64,32,16,32727,4,4547,10000,8180,True,False,True,True,True,True,True,64,546.9784
gfx950,torch.bfloat16,128,128,64,32,16,32727,5,1820,10000,907,True,False,True,True,True,True,True,64,551.2353
gfx950,torch.bfloat16,128,128,64,32,16,32726,4,9093,10000,3633,True,False,True,True,True,True,True,64,549.2368
gfx950,torch.bfloat16,128,128,64,32,16,32727,4,6367,10000,6360,True,False,True,True,True,True,True,64,546.4296
gfx950,torch.bfloat16,128,128,64,32,16,32727,4,3640,10000,9087,True,False,True,True,True,True,True,64,548.3784
gfx950,torch.bfloat16,128,128,64,32,16,32727,5,913,10000,1814,True,False,True,True,True,True,True,64,551.3865
gfx950,torch.bfloat16,128,128,64,32,16,32727,4,8186,10000,4541,True,False,True,True,True,True,True,64,546.1528
gfx950,torch.bfloat16,128,128,64,32,16,32727,4,5459,10000,7268,True,False,True,True,True,True,True,64,547.3088
gfx950,torch.bfloat16,128,128,64,32,16,32727,4,2732,10000,9995,True,False,True,True,True,True,True,64,550.8000
gfx950,torch.bfloat16,128,128,64,32,16,32727,5,5,10000,2722,True,False,True,True,True,True,True,64,550.8929
gfx950,torch.bfloat16,128,128,64,32,16,32724,4,7278,10000,5446,True,False,True,True,True,True,True,64,547.9392
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,4554,10000,8167,True,False,True,True,True,True,True,64,548.9376
gfx950,torch.bfloat16,128,128,64,32,16,32718,5,1833,10000,885,True,False,True,True,True,True,True,64,552.3153
gfx950,torch.bfloat16,128,128,64,32,16,32714,4,9115,10000,3599,True,False,True,True,True,True,True,64,549.5056
gfx950,torch.bfloat16,128,128,64,32,16,32711,4,6401,10000,6310,True,False,True,True,True,True,True,64,547.0008
gfx950,torch.bfloat16,128,128,64,32,16,32708,4,3690,10000,9018,True,False,True,True,True,True,True,64,548.5201
gfx950,torch.bfloat16,128,128,64,32,16,982,1,982,0,0,True,False,True,True,True,True,True,16,30.8361
gfx950,torch.bfloat16,128,128,64,32,16,32730,4,10000,10000,2730,True,False,True,True,True,True,True,64,550.3336
gfx950,torch.bfloat16,128,128,64,32,16,32730,4,7270,10000,5460,True,False,True,True,True,True,True,64,547.4536
gfx950,torch.bfloat16,128,128,64,32,16,32730,4,4540,10000,8190,True,False,True,True,True,True,True,64,546.6952
gfx950,torch.bfloat16,128,128,64,32,16,32730,5,1810,10000,920,True,False,True,True,True,True,True,64,550.3176
gfx950,torch.bfloat16,128,128,64,32,16,32730,4,9080,10000,3650,True,False,True,True,True,True,True,64,549.1480
gfx950,torch.bfloat16,128,128,64,32,16,32730,4,6350,10000,6380,True,False,True,True,True,True,True,64,545.9928
gfx950,torch.bfloat16,128,128,64,32,16,32730,4,3620,10000,9110,True,False,True,True,True,True,True,64,548.3528
gfx950,torch.bfloat16,128,128,64,32,16,32731,5,890,10000,1841,True,False,True,True,True,True,True,64,550.5681
gfx950,torch.bfloat16,128,128,64,32,16,32730,4,8159,10000,4571,True,False,True,True,True,True,True,64,546.8599
gfx950,torch.bfloat16,128,128,64,32,16,32730,4,5429,10000,7301,True,False,True,True,True,True,True,64,548.0040
gfx950,torch.bfloat16,128,128,64,32,16,32730,5,2699,10000,31,True,False,True,True,True,True,True,64,550.8336
gfx950,torch.bfloat16,128,128,64,32,16,32727,4,9969,10000,2758,True,False,True,True,True,True,True,64,551.9121
gfx950,torch.bfloat16,128,128,64,32,16,32724,4,7242,10000,5482,True,False,True,True,True,True,True,64,548.5800
gfx950,torch.bfloat16,128,128,64,32,16,32721,4,4518,10000,8203,True,False,True,True,True,True,True,64,549.3744
gfx950,torch.bfloat16,128,128,64,32,16,32718,5,1797,10000,921,True,False,True,True,True,True,True,64,553.3241
gfx950,torch.bfloat16,128,128,64,32,16,32714,4,9079,10000,3635,True,False,True,True,True,True,True,64,549.1320
gfx950,torch.bfloat16,128,128,64,32,16,32711,4,6365,10000,6346,True,False,True,True,True,True,True,64,547.6327
gfx950,torch.bfloat16,128,128,64,32,16,32708,4,3654,10000,9054,True,False,True,True,True,True,True,64,549.2896
gfx950,torch.bfloat16,128,128,64,32,16,946,1,946,0,0,True,False,True,True,True,True,True,16,29.0930
